customer_id,total_volume,avg_amount,max_amount,min_amount,transaction_count,last_transaction_date,available_balance,credit_limit,country,currency
CUST00082,146213.34,8600.78,14251.63,1147.61,17,2025-06-15 15:17:02,94858.57,15327.21,NO,NOK
CUST00083,9387.88,1564.65,3164.05,99.02,6,2025-06-26 06:13:49,135561.9,3338.61,FI,EUR
CUST00084,13501.09,1500.12,2896.67,77.0,9,2025-07-01 09:50:13,25912.56,3290.8,NO,NOK
CUST00085,112177.67,10197.97,18455.23,1939.63,11,2025-06-29 20:55:25,100192.69,19759.21,FI,EUR
CUST00086,24871.54,4974.31,11314.41,198.89,5,2025-06-26 04:29:30,68796.95,11652.49,FI,EUR
CUST00087,124178.89,12417.89,16323.39,2035.64,10,2025-06-24 10:29:49,3779.97,16740.36,FI,EUR
CUST00088,8223.47,1644.69,3865.77,82.45,5,2025-06-19 00:48:30,33241.18,6524.19,FI,EUR
CUST00089,79076.98,9884.62,14625.71,3550.65,8,2025-06-15 21:56:02,109987.79,15837.0,FI,EUR
CUST00090,99859.56,11095.51,16761.06,84.28,9,2025-06-03 01:00:12,124655.66,19276.42,FI,EUR
CUST00091,49118.66,4911.87,7772.81,1092.54,10,2025-06-30 07:36:02,145106.83,9368.33,DK,DKK
CUST00092,20612.62,4122.52,8815.27,1221.91,5,2025-06-08 12:11:46,16697.74,13129.22,FI,EUR
CUST00093,26332.01,2025.54,3118.28,667.22,13,2025-06-23 23:24:46,17943.05,3145.45,DK,DKK
CUST00094,152731.73,9545.73,18142.91,2342.35,16,2025-06-30 20:18:41,63159.45,19035.83,NL,EUR
CUST00095,122920.23,9455.4,16691.03,80.83,13,2025-06-30 20:58:10,81897.65,19005.71,FI,EUR
CUST00096,33607.62,2100.48,4356.04,378.29,16,2025-06-21 14:10:37,96434.82,4501.51,NO,NOK
CUST00097,149881.94,10705.85,19609.11,44.14,14,2025-06-28 15:52:37,122051.42,19756.78,NO,NOK
CUST00098,41037.99,6839.66,9423.24,4262.16,6,2025-06-18 10:43:50,99328.12,11982.63,SE,SEK
CUST00099,39944.34,4438.26,8888.84,960.39,9,2025-06-15 05:26:51,19450.4,10508.14,SE,SEK
CUST00100,10781.85,980.17,1417.98,321.77,11,2025-06-29 22:36:00,141839.64,1686.1,NO,NOK
CUST00101,15946.36,1226.64,1761.42,350.83,13,2025-06-28 11:10:31,73795.19,1780.8,SE,SEK
CUST00102,60824.59,4344.61,8860.31,1410.14,14,2025-06-24 09:28:37,82479.29,8888.89,NL,EUR
CUST00103,39965.31,4440.59,8066.59,1384.67,9,2025-06-27 02:55:38,64795.46,8611.8,NO,NOK
CUST00104,5366.31,766.62,2092.56,297.07,7,2025-06-17 01:19:29,99933.63,2317.99,FI,EUR
CUST00105,61542.23,10257.04,16236.03,3880.8,6,2025-06-14 17:27:58,9467.16,17427.8,NL,EUR
CUST00106,37958.36,3163.2,7076.4,25.6,12,2025-06-17 11:08:35,53071.1,7327.22,FI,EUR
CUST00107,6154.67,473.44,926.79,49.18,13,2025-05-31 22:52:36,86327.95,1064.59,FI,EUR
CUST00108,6301.13,1050.19,1776.44,398.86,6,2025-07-01 12:03:59,1412.82,2289.27,FI,EUR
CUST00109,39193.37,4899.17,11631.82,884.39,8,2025-06-25 04:24:07,68320.05,12126.36,DK,DKK
CUST00110,73149.09,3849.95,7813.65,341.29,19,2025-07-01 00:27:58,7939.49,8576.58,NL,EUR
CUST00111,7261.16,660.11,1180.02,156.65,11,2025-07-01 08:47:57,64772.09,1385.64,FI,EUR
CUST00112,3609.24,360.92,589.22,26.6,10,2025-06-15 07:02:11,31061.26,650.73,SE,SEK
CUST00113,78167.59,4885.47,8735.82,115.14,16,2025-06-28 10:30:48,80121.06,9006.28,DK,DKK
CUST00114,14208.0,2029.71,3777.52,152.35,7,2025-06-16 08:55:42,64678.0,3851.53,NL,EUR
CUST00115,8117.98,1159.71,1878.09,421.15,7,2025-06-24 09:46:23,13675.42,2033.62,FI,EUR
CUST00116,85550.12,12221.45,17564.28,4982.38,7,2025-06-12 20:38:51,116978.12,18165.49,FI,EUR
CUST00117,11337.13,1259.68,2545.88,224.57,9,2025-06-25 23:40:14,35822.19,3954.35,NO,NOK
CUST00118,65676.65,4104.79,9216.03,269.77,16,2025-06-28 04:23:28,67611.34,9643.96,NL,EUR
CUST00119,93324.72,9332.47,16536.74,3059.24,10,2025-06-10 04:20:19,53115.36,16718.08,SE,SEK
CUST00120,28544.22,3568.03,9478.67,654.08,8,2025-05-28 21:45:59,76306.64,10276.66,NL,EUR
CUST00121,138526.68,12593.33,18045.54,4679.86,11,2025-06-26 08:27:54,147366.64,19824.23,FI,EUR
CUST00122,9917.16,762.86,1510.01,144.65,13,2025-07-01 00:37:21,54902.74,1521.13,NO,NOK
CUST00123,81816.7,5844.05,12102.5,225.95,14,2025-06-27 09:23:16,83915.5,13440.44,SE,SEK
CUST00124,50363.36,6295.42,15667.59,1621.76,8,2025-04-29 07:14:05,19778.27,16357.1,DK,DKK
CUST00125,82015.22,11716.46,16849.51,829.57,7,2025-06-30 00:53:19,76519.03,18979.53,DK,DKK
CUST00126,12552.45,1394.72,2568.9,49.99,9,2025-06-26 17:59:07,23664.3,3055.46,NO,NOK
CUST00127,112357.07,8642.85,19311.43,2131.26,13,2025-06-23 21:11:20,124786.09,19406.98,NO,NOK
CUST00128,166020.0,12770.77,19396.53,3002.35,13,2025-06-22 09:14:59,35483.44,19696.58,DK,DKK
CUST00129,93946.88,7226.68,12354.76,2961.03,13,2025-06-26 07:26:08,79355.24,13002.99,NL,EUR
CUST00130,15084.39,1371.31,2553.85,68.35,11,2025-07-01 18:36:37,127749.32,3373.3,NL,EUR
CUST00131,35814.53,2558.18,4892.33,49.86,14,2025-07-01 11:58:32,132752.15,5097.67,DK,DKK
CUST00132,56736.67,9456.11,12114.53,7037.56,6,2025-07-01 17:00:37,48143.39,14073.4,SE,SEK
CUST00133,90926.81,8266.07,18074.25,2592.58,11,2025-07-01 15:42:10,1285.05,18834.41,NL,EUR
CUST00134,71860.97,5527.77,8532.58,1036.53,13,2025-07-01 09:38:05,116537.81,9413.72,SE,SEK
CUST00135,30722.35,2792.94,5004.92,487.66,11,2025-06-27 00:41:30,2957.09,7379.91,NL,EUR
CUST00136,7076.58,707.66,1327.1,99.11,10,2025-06-30 12:21:31,78760.94,1348.92,SE,SEK
CUST00137,18351.81,1411.68,3056.36,327.43,13,2025-06-30 05:05:41,53885.53,3101.49,SE,SEK
CUST00138,7295.25,810.58,1373.51,22.15,9,2025-06-23 19:01:56,124642.36,1730.46,NO,NOK
CUST00139,25709.41,3672.77,8390.13,714.68,7,2025-07-01 16:17:07,7049.04,9731.3,NO,NOK
CUST00140,55272.2,7896.03,12073.0,195.67,7,2025-06-17 18:49:45,129389.71,17844.99,FI,EUR
CUST00141,12887.87,920.56,2014.38,21.8,14,2025-06-23 18:13:31,74682.38,2039.08,NO,NOK
CUST00142,92639.37,7719.95,13635.32,393.01,12,2025-07-01 16:55:04,48521.11,14494.43,FI,EUR
CUST00143,51718.06,3978.31,7409.87,1000.02,13,2025-06-25 06:36:20,6832.1,7584.57,DK,DKK
CUST00144,40089.8,5011.23,6835.48,2804.55,8,2025-06-17 22:54:25,101874.29,7561.94,NL,EUR
CUST00145,26696.31,1334.82,2847.24,349.82,20,2025-07-01 12:17:23,102019.78,3185.05,NO,NOK
CUST00146,72267.69,7226.77,12548.9,1202.74,10,2025-06-28 16:06:53,37816.94,18314.08,FI,EUR
CUST00147,147063.67,10504.55,16498.3,702.37,14,2025-06-27 17:55:32,32578.28,17130.11,DK,DKK
CUST00148,55517.36,6168.6,10776.46,915.82,9,2025-06-27 14:27:18,149590.73,11072.34,DK,DKK
CUST00149,118935.62,9148.89,15661.47,2228.3,13,2025-07-01 09:33:36,119157.61,15912.27,NO,NOK
CUST00150,71447.41,7938.6,18689.93,58.85,9,2025-06-17 21:48:34,55652.22,19992.1,NL,EUR
CUST00151,20087.54,2510.94,6382.31,440.19,8,2025-06-29 09:46:08,123589.24,7218.04,DK,DKK
CUST00152,148123.99,10580.28,16685.68,2854.52,14,2025-06-23 07:10:54,65176.43,18727.39,NO,NOK
CUST00153,78019.53,6001.5,10770.53,1025.6,13,2025-07-01 16:47:25,126967.09,12481.35,FI,EUR
CUST00154,8920.58,637.18,1017.8,143.54,14,2025-06-07 03:26:52,88975.36,1303.29,NO,NOK
CUST00155,54098.1,3606.54,5793.74,55.12,15,2025-06-25 16:51:57,40066.06,6148.6,NL,EUR
CUST00156,51140.51,6392.56,8454.27,4304.55,8,2025-06-08 07:14:34,44966.36,9556.62,DK,DKK
CUST00157,63712.7,5792.06,10248.01,775.47,11,2025-06-26 23:41:15,129292.02,10542.11,FI,EUR
CUST00158,57569.03,9594.84,13063.01,1981.07,6,2025-06-02 08:53:39,18817.03,17351.2,DK,DKK
CUST00159,50866.79,6358.35,8877.96,1819.32,8,2025-06-17 08:20:50,140095.85,9602.89,FI,EUR
CUST00160,8927.76,1115.97,1421.4,698.94,8,2025-06-24 02:16:37,141812.3,1485.54,SE,SEK
CUST00161,43960.66,3996.42,6435.42,450.45,11,2025-06-16 05:50:30,43219.38,7635.78,DK,DKK
CUST00162,46659.84,3589.22,5867.18,31.96,13,2025-06-25 08:08:10,29600.97,5954.55,NL,EUR
CUST00163,70798.03,5446.0,12152.97,314.62,13,2025-07-01 13:50:10,146274.88,12248.03,NO,NOK
CUST00164,24585.53,1891.19,3142.28,117.89,13,2025-06-25 13:26:45,6317.64,3225.73,SE,SEK
CUST00165,85209.46,6086.39,9406.37,171.42,14,2025-06-30 18:38:42,148597.05,9760.41,DK,DKK
CUST00166,130775.86,11888.71,18330.49,3590.56,11,2025-06-27 03:50:53,146994.76,19357.88,SE,SEK
CUST00167,4238.83,385.35,944.99,20.12,11,2025-07-01 11:06:53,87736.73,1115.63,SE,SEK
CUST00168,58895.41,8413.63,10860.61,3065.42,7,2025-06-22 14:51:44,47397.03,18450.16,DK,DKK
CUST00169,72952.96,6632.09,11064.3,487.21,11,2025-06-16 13:44:28,84352.57,11152.33,NO,NOK
CUST00170,45047.16,7507.86,12946.97,2494.14,6,2025-05-20 12:14:49,143621.94,15537.9,NO,NOK
CUST00171,75490.55,9436.32,16064.26,5581.65,8,2025-06-23 23:19:26,52646.07,16458.36,DK,DKK
CUST00172,23790.76,2162.8,3791.94,116.87,11,2025-07-01 14:20:32,143319.4,4440.33,FI,EUR
CUST00173,24474.15,2039.51,4239.53,150.12,12,2025-06-30 18:13:22,21022.31,4900.6,FI,EUR
CUST00174,100455.56,9132.32,15939.84,80.28,11,2025-06-24 18:26:21,49878.9,19569.26,DK,DKK
CUST00175,74140.0,6178.33,10938.24,1679.81,12,2025-06-24 17:11:15,71878.55,13219.83,DK,DKK
CUST00176,136804.76,8047.34,13827.84,2173.45,17,2025-06-30 17:26:03,137027.84,15865.23,SE,SEK
CUST00177,39166.72,5595.25,10172.51,139.33,7,2025-06-14 17:24:30,45109.64,10724.21,SE,SEK
CUST00178,3455.62,345.56,748.11,63.97,10,2025-06-16 06:50:18,29325.3,774.64,FI,EUR
CUST00179,17437.87,1937.54,2872.41,77.54,9,2025-06-16 05:05:14,26736.49,4103.23,NO,NOK
CUST00180,35688.74,3965.42,11594.61,416.09,9,2025-06-03 04:19:03,1521.1,11857.98,NO,NOK
CUST00181,58261.44,6473.49,13626.54,1357.82,9,2025-06-29 21:25:26,104068.9,13878.44,FI,EUR
CUST00182,57214.17,4767.85,7208.47,446.62,12,2025-06-24 01:09:43,55447.81,7785.68,FI,EUR
CUST00183,6418.7,1069.78,1777.54,305.13,6,2025-06-06 11:39:32,114398.01,2023.0,NO,NOK
CUST00184,31946.69,3194.67,6440.28,156.04,10,2025-06-29 17:58:28,135481.78,9115.89,NL,EUR
CUST00185,48304.77,4830.48,10803.24,110.3,10,2025-06-30 03:09:56,134883.96,11396.55,SE,SEK
CUST00186,71979.7,5536.9,8932.8,208.19,13,2025-06-25 22:28:13,122559.76,14157.51,FI,EUR
CUST00187,54282.08,4175.54,9063.29,97.43,13,2025-07-01 22:29:10,5244.36,9246.47,DK,DKK
CUST00188,47520.58,4320.05,8899.95,680.49,11,2025-06-29 11:48:55,20381.98,10812.43,NL,EUR
CUST00189,118974.42,7435.9,16109.77,1220.91,16,2025-06-29 03:02:31,69719.08,18779.5,FI,EUR
CUST00190,5622.63,511.15,1144.84,142.66,11,2025-06-26 04:04:20,92431.02,1154.74,DK,DKK
CUST00191,30669.94,2788.18,4945.19,71.74,11,2025-06-17 12:38:45,60638.67,5066.15,SE,SEK
CUST00192,21663.73,2407.08,4480.68,990.06,9,2025-06-26 18:20:41,115994.46,4810.33,NL,EUR
CUST00193,119944.15,13327.13,18538.58,5075.25,9,2025-06-30 20:50:06,142303.78,19459.66,NL,EUR
CUST00194,43098.52,3315.27,5781.5,1458.83,13,2025-06-27 13:06:49,61534.75,6364.36,DK,DKK
CUST00195,63792.89,5799.35,12916.24,976.04,11,2025-06-18 15:38:54,62195.28,13110.76,NL,EUR
CUST00196,5061.64,632.71,1244.38,126.84,8,2025-06-18 09:07:04,108825.41,1271.18,NL,EUR
CUST00197,58646.5,6516.28,18347.18,780.84,9,2025-06-18 17:19:21,32943.97,19260.51,NL,EUR
CUST00198,84004.93,8400.49,12958.22,2272.13,10,2025-06-30 22:43:42,105713.4,13150.07,NL,EUR
CUST00199,65299.46,8162.43,15967.57,72.38,8,2025-06-24 04:12:37,132480.39,18329.44,NL,EUR
CUST00200,116310.12,6461.67,11724.85,675.22,18,2025-06-29 05:03:37,84597.45,11793.29,SE,SEK
CUST00201,133885.67,11157.14,19228.36,2438.58,12,2025-06-28 00:44:05,49814.86,19346.91,NO,NOK
CUST00202,110813.54,13851.69,17832.11,6925.69,8,2025-06-29 20:36:37,25805.22,18931.17,FI,EUR
CUST00203,26971.25,3853.04,7064.0,820.78,7,2025-06-17 11:47:59,126460.44,9392.19,NO,NOK
CUST00204,5705.02,407.5,656.59,16.74,14,2025-06-30 20:24:15,136956.34,731.09,NL,EUR
CUST00205,12685.14,1812.16,3045.64,411.39,7,2025-06-23 02:44:23,3062.82,3403.5,FI,EUR
CUST00206,151995.83,10133.06,17491.56,1417.48,15,2025-06-22 07:32:20,122374.55,19809.54,FI,EUR
CUST00207,57156.48,5715.65,9506.91,375.7,10,2025-07-01 23:55:53,98233.49,9782.1,SE,SEK
CUST00208,67960.58,6796.06,9019.09,2527.71,10,2025-06-30 07:33:47,126876.8,9772.26,DK,DKK
CUST00209,22249.7,1854.14,3228.14,139.06,12,2025-06-21 15:51:12,134947.09,3311.74,FI,EUR
CUST00210,91461.68,8314.7,13536.76,1171.67,11,2025-06-28 23:51:22,84811.75,15914.71,NO,NOK
CUST00211,101554.98,7811.92,17689.93,872.14,13,2025-06-23 18:37:22,8527.62,19119.74,FI,EUR
CUST00212,44914.86,4491.49,8829.18,324.96,10,2025-06-27 01:34:50,117640.45,8921.03,FI,EUR
CUST00213,83527.83,6960.65,13203.92,220.06,12,2025-06-28 10:34:09,44659.23,14377.7,NL,EUR
CUST00214,10520.1,1502.87,2752.27,141.57,7,2025-05-24 23:55:43,16429.36,4154.14,FI,EUR
CUST00215,94802.88,9480.29,16394.89,976.67,10,2025-06-23 15:03:46,61502.6,17342.5,NL,EUR
CUST00216,14626.85,1462.68,2524.92,59.3,10,2025-06-18 00:37:41,116985.78,3207.38,DK,DKK
CUST00217,44729.32,3194.95,6038.35,677.5,14,2025-06-24 08:42:11,9958.44,7541.94,NO,NOK
CUST00218,82650.73,9183.41,15670.36,652.53,9,2025-07-01 10:00:43,29734.46,16911.46,NL,EUR
CUST00219,72141.05,5549.31,9249.06,173.94,13,2025-06-15 01:27:12,64877.13,9840.69,FI,EUR
CUST00220,100216.75,7708.98,15682.95,403.53,13,2025-07-01 14:40:49,110363.72,16421.64,FI,EUR
CUST00221,65264.67,6526.47,18192.83,131.19,10,2025-06-06 12:22:29,30370.11,18888.01,NL,EUR
CUST00222,132790.69,6639.53,13722.09,606.07,20,2025-07-01 19:15:02,122935.35,14447.11,SE,SEK
CUST00223,128074.56,9148.18,13661.62,1382.63,14,2025-06-29 16:41:07,72145.59,14181.87,NL,EUR
CUST00224,3021.02,431.57,1082.2,66.64,7,2025-06-11 17:34:54,16850.73,1363.79,SE,SEK
CUST00225,48584.88,4858.49,9467.93,807.64,10,2025-06-24 19:19:05,2076.89,9529.73,SE,SEK
CUST00226,15786.89,1435.17,2540.22,209.56,11,2025-07-01 17:39:23,149656.56,2763.35,FI,EUR
CUST00227,83768.4,8376.84,14402.0,483.65,10,2025-05-30 07:50:31,68572.23,14578.88,FI,EUR
CUST00228,68013.2,7557.02,17877.89,1209.61,9,2025-06-29 03:25:37,7180.12,18633.49,FI,EUR
CUST00229,30056.8,2146.91,4027.99,64.23,14,2025-06-13 15:49:55,24440.29,4134.55,NL,EUR
CUST00230,57529.32,7191.16,11456.0,3498.57,8,2025-06-28 18:01:08,132523.06,11758.28,NL,EUR
CUST00231,67947.29,5226.71,12045.24,1641.79,13,2025-06-19 22:47:55,29962.6,12140.93,FI,EUR
CUST00232,108038.8,9821.71,17250.65,1289.64,11,2025-06-27 03:14:31,52514.73,18414.31,SE,SEK
CUST00233,40062.36,4451.37,9696.27,626.41,9,2025-06-22 09:06:30,47321.27,10461.08,NO,NOK
CUST00234,49982.51,3332.17,6044.35,14.86,15,2025-06-29 09:58:37,57864.64,6132.28,NL,EUR
CUST00235,43077.31,4786.37,9997.71,473.73,9,2025-06-29 22:05:44,8514.88,10356.04,NL,EUR
CUST00236,64898.26,7210.92,13818.38,854.66,9,2025-06-19 01:42:17,62636.75,16019.68,DK,DKK
CUST00237,49260.05,5473.34,10798.33,882.84,9,2025-06-22 19:03:03,34114.09,11667.92,FI,EUR
CUST00238,114524.9,7634.99,14104.03,359.09,15,2025-06-17 09:18:31,123480.33,14851.78,NL,EUR
CUST00239,46100.42,5762.55,10211.5,2386.58,8,2025-06-27 16:20:07,39790.88,13938.1,DK,DKK
CUST00240,56240.37,3749.36,6586.17,147.71,15,2025-07-01 09:45:43,21315.63,6811.25,NL,EUR
CUST00241,106660.37,8888.36,17364.57,84.31,12,2025-06-30 03:15:06,142883.4,17407.43,FI,EUR
