customer_id,total_volume,avg_amount,max_amount,min_amount,transaction_count,last_transaction_date,available_balance,credit_limit,country,currency
CUST00085,57941.07,4457.01,9020.64,382.31,13,2025-07-02,103746.1,10071.02,DK,DKK
CUST00086,32920.2,4702.89,11272.37,258.27,7,2025-06-24,60957.97,13447.22,SE,SEK
CUST00087,46710.39,3336.46,6404.61,13.16,14,2025-07-01,64112.82,6950.43,NL,EUR
CUST00088,20911.6,2323.51,3942.12,259.66,9,2025-06-28,34965.44,6653.18,FI,EUR
CUST00089,94567.78,7880.65,14247.42,1366.87,12,2025-06-28,41836.69,15324.05,NO,NOK
CUST00090,5466.61,420.51,675.9,185.47,13,2025-06-22,34508.73,775.89,SE,SEK
CUST00091,10287.38,1028.74,2459.08,105.76,10,2025-07-02,83227.17,2962.45,FI,EUR
CUST00092,15425.25,1285.44,3249.15,62.12,12,2025-07-02,70674.84,4095.09,SE,SEK
CUST00093,84489.34,9387.7,12668.5,6427.1,9,2025-07-02,60405.76,12774.19,DK,DKK
CUST00094,70807.78,6437.07,8723.57,1517.07,11,2025-07-02,13234.55,11382.42,NO,NOK
CUST00095,63792.71,5316.06,10087.0,111.46,12,2025-06-29,136321.4,11976.24,NL,EUR
CUST00096,121390.2,9337.71,18202.24,1005.53,13,2025-06-28,91639.82,18978.01,NL,EUR
CUST00097,6931.43,1155.24,1823.53,132.13,6,2025-05-26,23980.04,1963.76,NO,NOK
CUST00098,73591.85,8176.87,14050.49,234.47,9,2025-06-02,44043.26,14285.64,DK,DKK
CUST00099,39509.03,4389.89,6975.84,1081.09,9,2025-06-17,64058.28,13128.88,NO,NOK
CUST00100,24191.11,4031.85,14795.02,67.07,6,2025-06-30,25305.46,15104.68,NO,NOK
CUST00101,71591.3,6508.3,9858.41,942.2,11,2025-06-24,105110.19,10259.21,SE,SEK
CUST00102,83520.67,6960.06,12232.95,3008.99,12,2025-06-20,133468.72,12272.42,SE,SEK
CUST00103,30634.28,3829.28,5504.67,1713.78,8,2025-06-30,149936.08,5755.47,NO,NOK
CUST00104,34808.31,4972.62,9884.68,272.67,7,2025-07-02,137452.88,11913.93,DK,DKK
CUST00105,16353.91,1817.1,2918.72,815.83,9,2025-06-25,48498.21,3636.08,FI,EUR
CUST00106,39402.21,3030.94,6570.96,24.49,13,2025-06-27,68496.47,6803.84,DK,DKK
CUST00107,45444.98,6492.14,12180.13,479.23,7,2025-06-23,8603.51,12641.36,NL,EUR
CUST00108,89602.5,7466.88,14027.72,977.38,12,2025-07-01,139187.08,14115.88,FI,EUR
CUST00109,32578.79,4654.11,8111.09,2395.63,7,2025-06-15,46957.15,8455.82,NL,EUR
CUST00110,34236.69,5706.12,9143.7,473.48,6,2025-06-27,75007.14,10423.0,SE,SEK
CUST00111,22208.07,2220.81,3722.98,593.47,10,2025-06-23,68789.58,4216.9,DK,DKK
CUST00112,24131.97,4022.0,6015.6,2174.01,6,2025-06-28,123172.15,6321.84,DK,DKK
CUST00113,75858.04,4741.13,7543.43,480.74,16,2025-06-30,50199.77,7855.6,NL,EUR
CUST00114,73770.22,8196.69,15322.33,588.55,9,2025-06-28,85983.75,15623.12,NO,NOK
CUST00115,45887.6,9177.52,16313.89,3209.88,5,2025-05-28,58218.77,16504.58,DK,DKK
CUST00116,84919.71,10614.96,16715.37,4595.69,8,2025-06-21,75592.53,17459.16,DK,DKK
CUST00117,80194.6,5346.31,12272.15,390.98,15,2025-06-17,108505.35,13268.24,NL,EUR
CUST00118,13028.54,930.61,1761.89,189.32,14,2025-07-02,93677.28,2066.15,DK,DKK
CUST00119,7040.38,1005.77,1814.4,342.92,7,2025-05-31,130921.26,1834.2,FI,EUR
CUST00120,48327.26,5369.7,11859.44,828.94,9,2025-06-16,65378.74,12858.08,NO,NOK
CUST00121,47309.13,5913.64,12794.95,1790.85,8,2025-06-28,135561.9,16024.8,DK,DKK
CUST00122,58165.14,5287.74,13693.69,1149.16,11,2025-06-30,37007.52,13795.11,FI,EUR
CUST00123,85346.41,8534.64,17661.42,304.09,10,2025-07-02,93146.7,18300.17,NO,NOK
CUST00124,91713.6,10190.4,16751.04,3566.31,9,2025-06-30,69205.79,18028.72,DK,DKK
CUST00125,84183.24,7015.27,10568.4,1549.05,12,2025-07-01,66538.6,11957.65,NL,EUR
CUST00126,35043.97,5006.28,6548.85,1486.7,7,2025-06-08,128073.65,7936.6,FI,EUR
CUST00127,64595.83,7177.31,11302.63,1526.07,9,2025-06-24,41534.82,13873.09,SE,SEK
CUST00128,107306.21,7664.73,13539.45,1423.8,14,2025-06-16,95674.37,13716.41,NL,EUR
CUST00129,71587.08,6507.92,10334.85,126.07,11,2025-06-30,46685.47,11801.69,SE,SEK
CUST00130,21246.58,1770.55,2295.93,472.19,12,2025-06-16,112248.39,3077.12,SE,SEK
CUST00131,86421.3,9602.37,15726.6,3965.32,9,2025-06-16,124655.66,16581.45,NL,EUR
CUST00132,122225.2,13580.58,16653.36,8100.75,9,2025-06-18,144452.55,19346.75,FI,EUR
CUST00133,37266.04,4140.67,8929.71,263.06,9,2025-06-14,118706.95,10963.16,NL,EUR
CUST00134,15089.14,1508.91,2368.87,106.32,10,2025-07-02,123451.39,2612.75,FI,EUR
CUST00135,3607.03,1202.34,1532.69,979.5,3,2025-06-29,137330.76,1732.73,SE,SEK
CUST00136,5460.97,682.62,1160.72,61.09,8,2025-07-01,17943.05,1225.64,FI,EUR
CUST00137,27631.53,2763.15,4951.16,195.21,10,2025-06-24,133145.27,9346.05,SE,SEK
CUST00138,16270.49,2324.36,3399.89,311.37,7,2025-06-28,32981.82,5104.2,SE,SEK
CUST00139,122039.24,10169.94,18514.48,16.85,12,2025-07-02,9552.24,19380.03,FI,EUR
CUST00140,4408.88,489.88,658.5,95.49,9,2025-06-16,96434.82,916.47,SE,SEK
CUST00141,18451.85,2635.98,4163.49,16.41,7,2025-06-19,10757.22,4539.57,NO,NOK
CUST00142,35460.05,5910.01,11611.95,1602.94,6,2025-07-01,41952.59,19756.78,FI,EUR
CUST00143,63461.24,6346.12,15508.52,361.23,10,2025-06-14,20204.58,15874.41,NO,NOK
CUST00144,41114.82,5139.35,9296.67,632.93,8,2025-06-07,8333.65,10758.67,SE,SEK
CUST00145,77927.33,4329.3,8787.09,829.01,18,2025-06-30,77229.07,10324.85,DK,DKK
CUST00146,78400.71,11200.1,18050.01,2710.03,7,2025-06-30,96679.43,19972.44,NL,EUR
CUST00147,5383.82,769.12,1292.74,87.77,7,2025-06-03,73795.19,1933.07,DK,DKK
CUST00148,21584.8,7194.93,9262.21,3543.21,3,2025-05-15,19365.64,11914.61,NL,EUR
CUST00149,17866.84,1191.12,2346.73,134.01,15,2025-06-21,68330.45,2433.98,DK,DKK
CUST00150,39861.6,3623.78,7880.52,939.17,11,2025-06-30,64795.46,8569.36,NL,EUR
CUST00151,25898.29,2354.39,4837.25,531.41,11,2025-06-28,47225.98,5470.35,DK,DKK
CUST00152,11137.97,1392.25,2124.16,590.66,8,2025-06-25,124849.9,2383.01,DK,DKK
CUST00153,66946.56,3719.25,5975.51,573.37,18,2025-07-02,88176.53,6928.1,NO,NOK
CUST00154,83453.6,7586.69,13830.36,1828.24,11,2025-06-30,130279.78,19383.77,FI,EUR
CUST00155,68854.55,7650.51,14544.18,1312.38,9,2025-06-26,23632.16,17021.86,FI,EUR
CUST00156,84335.14,12047.88,15306.09,3652.59,7,2025-06-15,121179.59,19503.66,SE,SEK
CUST00157,96717.41,8792.49,17954.5,765.07,11,2025-06-14,41353.92,18469.98,FI,EUR
CUST00158,78160.26,7816.03,17286.53,432.68,10,2025-06-29,10903.02,19450.3,NO,NOK
CUST00159,43004.97,4300.5,6706.58,778.88,10,2025-06-23,63264.96,7716.04,NL,EUR
CUST00160,82922.29,7538.39,13164.16,244.26,11,2025-06-30,132559.66,15211.5,NL,EUR
CUST00161,57032.36,3802.16,7992.24,287.9,15,2025-06-30,99459.83,9119.86,SE,SEK
CUST00162,85804.21,7150.35,13083.27,2039.52,12,2025-06-29,64772.09,13730.48,NL,EUR
CUST00163,22159.07,1846.59,4098.4,223.48,12,2025-06-30,147674.63,4486.25,SE,SEK
CUST00164,74265.27,6751.39,13990.76,779.64,11,2025-06-18,49554.29,15066.78,NO,NOK
CUST00165,142141.17,10152.94,15328.92,1463.45,14,2025-06-30,75289.22,16220.9,DK,DKK
CUST00166,42093.57,3507.8,6048.64,159.18,12,2025-06-28,69233.26,6604.68,SE,SEK
CUST00167,5141.3,2570.65,3222.54,1918.76,2,2025-06-20,3618.06,16125.78,FI,EUR
CUST00168,59071.91,6563.55,10509.98,812.53,9,2025-07-01,126750.41,11982.99,FI,EUR
CUST00169,17191.37,1227.96,1899.47,123.64,14,2025-06-18,33625.02,1989.4,DK,DKK
CUST00170,76579.49,8508.83,12599.12,4032.83,9,2025-06-24,135935.45,14683.89,NL,EUR
CUST00171,13546.26,1935.18,3335.52,595.98,7,2025-07-01,38767.25,3480.96,NO,NOK
CUST00172,72025.49,6002.12,12759.63,30.57,12,2025-06-26,102329.46,13038.34,DK,DKK
CUST00173,32518.08,3613.12,5065.9,1152.2,9,2025-06-23,66610.11,5856.14,DK,DKK
CUST00174,46690.87,2746.52,7457.88,233.06,17,2025-06-24,69530.5,7690.38,NL,EUR
CUST00175,120559.81,9273.83,13705.52,1499.88,13,2025-06-29,69675.39,15940.45,SE,SEK
CUST00176,29758.12,2289.09,3292.87,352.08,13,2025-07-02,48568.25,3441.79,DK,DKK
CUST00177,24800.87,2066.74,5135.28,74.23,12,2025-07-01,75930.08,5331.0,SE,SEK
CUST00178,46636.39,4663.64,8242.96,2250.75,10,2025-06-30,61611.02,12158.77,FI,EUR
CUST00179,37728.15,3429.83,4929.34,498.89,11,2025-06-27,83915.5,5413.92,SE,SEK
CUST00180,66659.36,7406.6,12814.64,1084.93,9,2025-06-22,137553.6,13293.07,SE,SEK
CUST00181,91612.75,6543.77,15825.02,157.71,14,2025-06-27,46782.49,15937.41,NO,NOK
CUST00182,28211.66,3526.46,5651.06,849.49,8,2025-06-29,76519.03,6522.89,NL,EUR
CUST00183,7537.7,753.77,1894.33,34.41,10,2025-06-28,34368.19,2004.72,FI,EUR
CUST00184,67732.69,6157.52,8866.47,211.14,11,2025-07-02,99458.42,12551.61,NL,EUR
CUST00185,94539.5,7272.27,11786.44,2003.28,13,2025-06-13,124786.09,16276.35,NO,NOK
CUST00186,98952.52,8246.04,15916.04,4217.73,12,2025-06-30,54962.76,19406.98,DK,DKK
CUST00187,21282.91,3040.42,5958.48,1297.02,7,2025-06-28,46765.45,9645.8,DK,DKK
CUST00188,35273.75,3527.38,6839.92,2494.48,10,2025-06-15,69521.16,7946.51,FI,EUR
CUST00189,36657.87,2819.84,6968.72,72.26,13,2025-06-30,131013.79,9871.52,NO,NOK
CUST00190,24025.17,3432.17,7052.71,246.23,7,2025-05-31,13039.33,9261.72,NL,EUR
CUST00191,84242.22,6480.17,13322.57,442.84,13,2025-06-29,122597.14,18644.2,DK,DKK
CUST00192,68825.35,4588.36,7390.26,283.79,15,2025-07-01,35748.82,7810.8,DK,DKK
CUST00193,42334.1,3527.84,5806.02,353.72,12,2025-06-16,118811.41,6094.15,SE,SEK
CUST00194,4821.74,688.82,1195.02,351.35,7,2025-07-01,67565.92,2044.9,NO,NOK
CUST00195,33341.54,3334.15,5202.7,780.86,10,2025-06-18,17122.44,6372.45,NO,NOK
CUST00196,32723.28,4090.41,8326.32,460.22,8,2025-06-28,9889.67,10246.67,DK,DKK
CUST00197,2380.27,238.03,520.68,30.84,10,2025-05-28,107922.38,530.5,NL,EUR
CUST00198,109386.31,12154.03,18962.36,3105.53,9,2025-06-30,99823.51,19505.76,NL,EUR
CUST00199,17982.72,2997.12,4971.65,64.43,6,2025-05-25,95532.78,5446.18,DK,DKK
CUST00200,130730.31,8170.64,15454.06,886.98,16,2025-06-27,110074.68,15544.28,SE,SEK
CUST00201,101063.18,11229.24,14733.63,6287.2,9,2025-06-13,122119.58,15693.28,SE,SEK
CUST00202,5222.32,522.23,1170.03,66.22,10,2025-06-25,107548.74,1221.18,NO,NOK
CUST00203,82604.9,9178.32,15441.36,1719.14,9,2025-06-09,140038.96,19787.89,NO,NOK
CUST00204,11085.31,852.72,1384.84,548.34,13,2025-06-29,43273.58,1432.18,FI,EUR
CUST00205,32576.72,4653.82,8059.85,618.63,7,2025-07-02,65824.23,9074.86,FI,EUR
CUST00206,95845.78,8713.25,14169.66,1312.44,11,2025-05-19,103964.24,16047.17,FI,EUR
CUST00207,38152.47,3468.41,9796.5,426.4,11,2025-06-30,90566.77,11136.75,DK,DKK
CUST00208,81074.95,5791.07,8570.51,375.7,14,2025-07-02,46321.13,8809.26,SE,SEK
CUST00209,35983.43,4497.93,10238.22,497.81,8,2025-06-08,109158.75,12489.6,FI,EUR
CUST00210,62163.57,7770.45,12248.99,324.97,8,2025-05-23,54815.01,13748.51,SE,SEK
CUST00211,36985.83,7397.17,12401.14,2362.04,5,2025-06-27,5702.45,15681.05,NO,NOK
CUST00212,62644.47,6960.5,18806.3,681.28,9,2025-07-02,90961.68,19002.06,DK,DKK
CUST00213,101260.32,7789.26,13130.42,869.26,13,2025-07-01,79654.25,13166.43,SE,SEK
CUST00214,87174.33,8717.43,15170.97,212.19,10,2025-06-22,137074.6,15611.81,NO,NOK
CUST00215,22764.31,2069.48,3975.34,255.03,11,2025-07-01,104250.11,4403.48,NO,NOK
CUST00216,49503.66,7071.95,15936.84,2008.04,7,2025-06-28,149590.73,19367.44,NO,NOK
CUST00217,33934.86,3393.49,5597.04,1994.81,10,2025-06-28,82724.57,6349.16,FI,EUR
CUST00218,13817.76,1256.16,3080.89,17.01,11,2025-06-23,18643.69,3208.1,NO,NOK
CUST00219,10299.16,936.29,1830.48,60.37,11,2025-06-21,70377.17,3030.54,SE,SEK
CUST00220,83715.69,4924.45,10438.94,267.56,17,2025-06-29,149939.46,10751.07,SE,SEK
CUST00221,42705.47,3285.04,8933.34,69.48,13,2025-06-27,145870.77,9274.5,NL,EUR
CUST00222,52713.16,4054.86,8764.64,561.6,13,2025-06-29,115283.35,10305.84,NL,EUR
CUST00223,106404.5,10640.45,18040.27,1106.56,10,2025-06-19,45966.62,18727.39,SE,SEK
CUST00224,58229.87,8318.55,10636.96,4173.88,7,2025-06-17,37965.49,11241.41,NL,EUR
CUST00225,125123.67,8341.58,16381.95,1489.68,15,2025-06-30,75634.69,18861.34,FI,EUR
CUST00226,149277.96,8781.06,16384.44,1089.52,17,2025-07-02,126458.24,16592.11,NL,EUR
CUST00227,39638.08,4404.23,7967.34,288.93,9,2025-07-01,97843.93,8623.44,SE,SEK
CUST00228,25395.2,2821.69,5186.24,297.52,9,2025-07-01,96465.14,5275.12,DK,DKK
CUST00229,65160.57,5012.35,9226.92,135.52,13,2025-06-29,24133.03,9556.62,DK,DKK
CUST00230,72933.81,5209.56,7718.11,1639.26,14,2025-07-02,146318.43,7725.53,FI,EUR
CUST00231,11204.13,1400.52,3088.81,445.44,8,2025-07-02,18817.03,3247.11,FI,EUR
CUST00232,40116.39,2111.39,3562.37,201.88,19,2025-06-25,37616.41,3614.14,DK,DKK
CUST00233,3724.52,372.45,892.82,46.08,10,2025-06-28,75064.58,951.94,NO,NOK
CUST00234,7684.01,640.33,1438.54,11.17,12,2025-06-29,32664.09,1485.54,NL,EUR
CUST00235,93505.79,7792.15,14416.22,667.83,12,2025-06-29,64923.7,14686.41,NL,EUR
CUST00236,37458.12,3745.81,6891.07,408.82,10,2025-06-29,8148.07,7569.21,FI,EUR
CUST00237,153199.02,10213.27,18546.08,1864.45,15,2025-07-01,114778.42,19787.27,DK,DKK
CUST00238,53904.68,8984.11,12308.45,5537.73,6,2025-06-21,119337.14,18809.5,SE,SEK
CUST00239,11250.75,1406.34,2326.13,191.94,8,2025-06-12,75261.65,3172.21,NO,NOK
CUST00240,18750.68,2083.41,3394.84,814.32,9,2025-06-20,49530.89,3668.79,NL,EUR
CUST00241,92320.76,8392.8,16316.09,3457.14,11,2025-07-02,106456.6,16407.1,FI,EUR
CUST00242,29460.97,4208.71,7102.52,703.78,7,2025-06-30,119614.84,13916.85,SE,SEK
CUST00243,12388.06,1548.51,3361.73,46.89,8,2025-06-11,108349.32,3824.99,DK,DKK
CUST00244,25832.66,1845.19,2619.76,423.93,14,2025-06-24,5219.79,2642.96,NO,NOK
CUST00245,20534.18,2933.45,7238.86,531.22,7,2025-06-20,62237.54,10285.48,FI,EUR
CUST00246,44253.16,4023.01,8137.25,297.66,11,2025-06-25,84352.57,9828.23,NO,NOK
CUST00247,90173.79,11271.72,15623.28,4878.58,8,2025-06-21,82167.85,17419.26,NO,NOK
CUST00248,122477.11,9421.32,17802.02,3348.29,13,2025-06-28,42211.46,18858.97,DK,DKK
CUST00249,26723.37,4453.89,8047.37,1261.21,6,2025-06-15,103690.87,9856.17,FI,EUR
CUST00250,51724.49,3694.61,7108.77,867.77,14,2025-06-26,134416.19,7230.13,FI,EUR
CUST00251,36660.78,3055.06,5428.27,250.64,12,2025-06-25,52281.35,5500.66,SE,SEK
CUST00252,20350.05,2035.0,3039.12,709.78,10,2025-06-20,139987.08,3176.82,NO,NOK
CUST00253,42591.03,4732.34,8481.74,311.09,9,2025-07-01,95872.71,8559.38,NO,NOK
CUST00254,66609.97,7401.11,18168.34,66.41,9,2025-06-23,1274.63,18617.44,SE,SEK
CUST00255,20133.12,3355.52,5969.24,130.38,6,2025-05-27,113508.7,6065.6,DK,DKK
CUST00256,145146.45,10367.6,17555.69,228.33,14,2025-07-01,137027.84,17703.78,NL,EUR
CUST00257,116186.92,9682.24,17277.03,1246.63,12,2025-06-27,140523.01,18557.77,DK,DKK
CUST00258,16117.36,2302.48,4256.16,179.63,7,2025-07-02,139304.0,9359.81,SE,SEK
CUST00259,40652.31,3695.66,6810.2,549.72,11,2025-07-01,41289.14,6948.34,NO,NOK
CUST00260,36437.04,4048.56,5954.72,1666.67,9,2025-06-28,2605.59,6252.97,FI,EUR
CUST00261,9132.44,1141.56,1888.56,420.84,8,2025-06-30,124134.98,2191.39,NL,EUR
CUST00262,31001.12,2818.28,4743.88,1122.09,11,2025-06-29,48878.45,5585.31,NO,NOK
CUST00263,27912.33,3101.37,5522.46,417.94,9,2025-07-01,87577.88,5600.29,FI,EUR
CUST00264,101704.77,10170.48,17351.03,882.21,10,2025-06-14,24377.67,18500.57,SE,SEK
CUST00265,107555.32,8962.94,16753.88,87.81,12,2025-07-02,55447.81,19168.53,SE,SEK
CUST00266,10667.06,2133.41,4975.03,292.06,5,2025-06-21,62668.92,9681.15,DK,DKK
CUST00267,112767.55,8054.82,16727.54,1017.28,14,2025-06-28,79461.88,18386.27,NL,EUR
CUST00268,15800.08,2633.35,4934.36,964.0,6,2025-06-24,86118.9,6898.29,NL,EUR
CUST00269,82326.65,6860.55,13352.21,1347.65,12,2025-06-30,107679.24,18028.34,SE,SEK
CUST00270,43501.42,6214.49,7980.95,3147.35,7,2025-06-29,68791.37,9516.38,NO,NOK
